id	X-Coordinate	Y-Coordinate	Z	M	CSA	COUNT	ID
8	-76.53428600	 39.32880700	0	0	Claremont/Armistead	4	9	
8	-76.53419656	 39.32893221	0	0	Claremont/Armistead	4	9	
8	-76.53412843	 39.32902760	0	0	Claremont/Armistead	4	9	
8	-76.53328600	 39.33020700	0	0	Claremont/Armistead	4	9	
8	-76.53321141	 39.33050535	0	0	Claremont/Armistead	4	9	
8	-76.53296276	 39.33055390	0	0	Claremont/Armistead	4	9	
8	-76.53267697	 39.33060022	0	0	Claremont/Armistead	4	9	
8	-76.53224207	 39.33067773	0	0	Claremont/Armistead	4	9	
8	-76.53184471	 39.33074769	0	0	Claremont/Armistead	4	9	
8	-76.53124530	 39.33085132	0	0	Claremont/Armistead	4	9	
8	-76.53066430	 39.33095284	0	0	Claremont/Armistead	4	9	
8	-76.53005099	 39.33106477	0	0	Claremont/Armistead	4	9	
8	-76.52972065	 39.33112594	0	0	Claremont/Armistead	4	9	
8	-76.52972298	 39.32907397	0	0	Claremont/Armistead	4	9	
8	-76.52972494	 39.32735015	0	0	Claremont/Armistead	4	9	
8	-76.52972604	 39.32637908	0	0	Claremont/Armistead	4	9	
8	-76.52972725	 39.32531231	0	0	Claremont/Armistead	4	9	
8	-76.52972982	 39.32305142	0	0	Claremont/Armistead	4	9	
8	-76.52973035	 39.32258542	0	0	Claremont/Armistead	4	9	
8	-76.52973367	 39.31965760	0	0	Claremont/Armistead	4	9	
8	-76.52973575	 39.31782502	0	0	Claremont/Armistead	4	9	
8	-76.52973587	 39.31772292	0	0	Claremont/Armistead	4	9	
8	-76.52973796	 39.31587765	0	0	Claremont/Armistead	4	9	
8	-76.52974078	 39.31339802	0	0	Claremont/Armistead	4	9	
8	-76.52974281	 39.31160447	0	0	Claremont/Armistead	4	9	
8	-76.52974441	 39.31019328	0	0	Claremont/Armistead	4	9	
8	-76.52989479	 39.31009072	0	0	Claremont/Armistead	4	9	
8	-76.53014025	 39.30991249	0	0	Claremont/Armistead	4	9	
8	-76.53023551	 39.30984332	0	0	Claremont/Armistead	4	9	
8	-76.53043890	 39.30971490	0	0	Claremont/Armistead	4	9	
8	-76.53057921	 39.30962630	0	0	Claremont/Armistead	4	9	
8	-76.53080313	 39.30946495	0	0	Claremont/Armistead	4	9	
8	-76.53087795	 39.30941103	0	0	Claremont/Armistead	4	9	
8	-76.53090414	 39.30939165	0	0	Claremont/Armistead	4	9	
8	-76.53124008	 39.30914307	0	0	Claremont/Armistead	4	9	
8	-76.53130606	 39.30910094	0	0	Claremont/Armistead	4	9	
8	-76.53135989	 39.30906657	0	0	Claremont/Armistead	4	9	
8	-76.53148928	 39.30898394	0	0	Claremont/Armistead	4	9	
8	-76.53156028	 39.30893146	0	0	Claremont/Armistead	4	9	
8	-76.53163813	 39.30887391	0	0	Claremont/Armistead	4	9	
8	-76.53172900	 39.30880674	0	0	Claremont/Armistead	4	9	
8	-76.53183367	 39.30872937	0	0	Claremont/Armistead	4	9	
8	-76.53220822	 39.30850088	0	0	Claremont/Armistead	4	9	
8	-76.53244800	 39.30835492	0	0	Claremont/Armistead	4	9	
8	-76.53266854	 39.30822066	0	0	Claremont/Armistead	4	9	
8	-76.53302258	 39.30799155	0	0	Claremont/Armistead	4	9	
8	-76.53326279	 39.30779672	0	0	Claremont/Armistead	4	9	
8	-76.53337395	 39.30770657	0	0	Claremont/Armistead	4	9	
8	-76.53349720	 39.30757468	0	0	Claremont/Armistead	4	9	
8	-76.53356959	 39.30754044	0	0	Claremont/Armistead	4	9	
8	-76.53364136	 39.30750648	0	0	Claremont/Armistead	4	9	
8	-76.53398789	 39.30727747	0	0	Claremont/Armistead	4	9	
8	-76.53400977	 39.30726301	0	0	Claremont/Armistead	4	9	
8	-76.53420422	 39.30713451	0	0	Claremont/Armistead	4	9	
8	-76.53429781	 39.30707266	0	0	Claremont/Armistead	4	9	
8	-76.53485401	 39.30670997	0	0	Claremont/Armistead	4	9	
8	-76.53554943	 39.30625576	0	0	Claremont/Armistead	4	9	
8	-76.53596381	 39.30600000	0	0	Claremont/Armistead	4	9	
8	-76.53643588	 39.30574173	0	0	Claremont/Armistead	4	9	
8	-76.53687319	 39.30552649	0	0	Claremont/Armistead	4	9	
8	-76.53742806	 39.30529851	0	0	Claremont/Armistead	4	9	
8	-76.53776545	 39.30513511	0	0	Claremont/Armistead	4	9	
8	-76.53786522	 39.30508679	0	0	Claremont/Armistead	4	9	
8	-76.53831156	 39.30488253	0	0	Claremont/Armistead	4	9	
8	-76.53839681	 39.30484423	0	0	Claremont/Armistead	4	9	
8	-76.53841698	 39.30483516	0	0	Claremont/Armistead	4	9	
8	-76.53878299	 39.30467071	0	0	Claremont/Armistead	4	9	
8	-76.53919303	 39.30447873	0	0	Claremont/Armistead	4	9	
8	-76.53957810	 39.30431980	0	0	Claremont/Armistead	4	9	
8	-76.53981407	 39.30423260	0	0	Claremont/Armistead	4	9	
8	-76.54005963	 39.30415634	0	0	Claremont/Armistead	4	9	
8	-76.54039468	 39.30404672	0	0	Claremont/Armistead	4	9	
8	-76.54084820	 39.30391419	0	0	Claremont/Armistead	4	9	
8	-76.54125126	 39.30378670	0	0	Claremont/Armistead	4	9	
8	-76.54167702	 39.30366457	0	0	Claremont/Armistead	4	9	
8	-76.54212689	 39.30353490	0	0	Claremont/Armistead	4	9	
8	-76.54253793	 39.30341361	0	0	Claremont/Armistead	4	9	
8	-76.54323710	 39.30320659	0	0	Claremont/Armistead	4	9	
8	-76.54337551	 39.30316166	0	0	Claremont/Armistead	4	9	
8	-76.54371429	 39.30306228	0	0	Claremont/Armistead	4	9	
8	-76.54410639	 39.30294140	0	0	Claremont/Armistead	4	9	
8	-76.54438075	 39.30286400	0	0	Claremont/Armistead	4	9	
8	-76.54473666	 39.30276255	0	0	Claremont/Armistead	4	9	
8	-76.54498724	 39.30269237	0	0	Claremont/Armistead	4	9	
8	-76.54524233	 39.30261471	0	0	Claremont/Armistead	4	9	
8	-76.54590528	 39.30242072	0	0	Claremont/Armistead	4	9	
8	-76.54610988	 39.30235946	0	0	Claremont/Armistead	4	9	
8	-76.54621480	 39.30232805	0	0	Claremont/Armistead	4	9	
8	-76.54628077	 39.30230786	0	0	Claremont/Armistead	4	9	
8	-76.54651667	 39.30223567	0	0	Claremont/Armistead	4	9	
8	-76.54651949	 39.30223480	0	0	Claremont/Armistead	4	9	
8	-76.54672613	 39.30218002	0	0	Claremont/Armistead	4	9	
8	-76.54704750	 39.30208804	0	0	Claremont/Armistead	4	9	
8	-76.54738148	 39.30198372	0	0	Claremont/Armistead	4	9	
8	-76.54769707	 39.30189106	0	0	Claremont/Armistead	4	9	
8	-76.54792347	 39.30182732	0	0	Claremont/Armistead	4	9	
8	-76.54822391	 39.30173636	0	0	Claremont/Armistead	4	9	
8	-76.54857786	 39.30162159	0	0	Claremont/Armistead	4	9	
8	-76.54882843	 39.30154413	0	0	Claremont/Armistead	4	9	
8	-76.54916183	 39.30142484	0	0	Claremont/Armistead	4	9	
8	-76.54944368	 39.30132237	0	0	Claremont/Armistead	4	9	
8	-76.54946110	 39.30131603	0	0	Claremont/Armistead	4	9	
8	-76.54986152	 39.30118920	0	0	Claremont/Armistead	4	9	
8	-76.55021845	 39.30105013	0	0	Claremont/Armistead	4	9	
8	-76.55039162	 39.30099155	0	0	Claremont/Armistead	4	9	
8	-76.55050611	 39.30095291	0	0	Claremont/Armistead	4	9	
8	-76.55056457	 39.30093319	0	0	Claremont/Armistead	4	9	
8	-76.55080739	 39.30085126	0	0	Claremont/Armistead	4	9	
8	-76.55113949	 39.30073868	0	0	Claremont/Armistead	4	9	
8	-76.55161812	 39.30057216	0	0	Claremont/Armistead	4	9	
8	-76.55214371	 39.30039280	0	0	Claremont/Armistead	4	9	
8	-76.55264144	 39.30025041	0	0	Claremont/Armistead	4	9	
8	-76.55298400	 39.30015226	0	0	Claremont/Armistead	4	9	
8	-76.55325359	 39.30007625	0	0	Claremont/Armistead	4	9	
8	-76.55348613	 39.30000877	0	0	Claremont/Armistead	4	9	
8	-76.55382313	 39.29991538	0	0	Claremont/Armistead	4	9	
8	-76.55388700	 39.30010700	0	0	Claremont/Armistead	4	9	
8	-76.55778700	 39.30296100	0	0	Claremont/Armistead	4	9	
8	-76.55781525	 39.30298162	0	0	Claremont/Armistead	4	9	
8	-76.55798700	 39.30310700	0	0	Claremont/Armistead	4	9	
8	-76.55819931	 39.30328665	0	0	Claremont/Armistead	4	9	
8	-76.55928700	 39.30420700	0	0	Claremont/Armistead	4	9	
8	-76.55938492	 39.30423148	0	0	Claremont/Armistead	4	9	
8	-76.55968700	 39.30430700	0	0	Claremont/Armistead	4	9	
8	-76.56298700	 39.30680700	0	0	Claremont/Armistead	4	9	
8	-76.56348700	 39.30710700	0	0	Claremont/Armistead	4	9	
8	-76.56538700	 39.30850700	0	0	Claremont/Armistead	4	9	
8	-76.56592200	 39.30890650	0	0	Claremont/Armistead	4	9	
8	-76.56595899	 39.30893413	0	0	Claremont/Armistead	4	9	
9	-76.57304789	 39.30932609	0	0	Clifton-Berea	5	10	
9	-76.57303654	 39.30910700	0	0	Clifton-Berea	5	10	
9	-76.57302857	 39.30895317	0	0	Clifton-Berea	5	10	
9	-76.57302661	 39.30885139	0	0	Clifton-Berea	5	10	
9	-76.57301633	 39.30831849	0	0	Clifton-Berea	5	10	
9	-76.57301373	 39.30820700	0	0	Clifton-Berea	5	10	
9	-76.57300608	 39.30787951	0	0	Clifton-Berea	5	10	
9	-76.57300065	 39.30725771	0	0	Clifton-Berea	5	10	
9	-76.57299881	 39.30720569	0	0	Clifton-Berea	5	10	
9	-76.57299163	 39.30700283	0	0	Clifton-Berea	5	10	
9	-76.57298657	 39.30666517	0	0	Clifton-Berea	5	10	
9	-76.57297827	 39.30619369	0	0	Clifton-Berea	5	10	
9	-76.57296867	 39.30590700	0	0	Clifton-Berea	5	10	
9	-76.57296689	 39.30585391	0	0	Clifton-Berea	5	10	
9	-76.57295856	 39.30547291	0	0	Clifton-Berea	5	10	
9	-76.57296283	 39.30512560	0	0	Clifton-Berea	5	10	
9	-76.57296047	 39.30500032	0	0	Clifton-Berea	5	10	
9	-76.57295946	 39.30494652	0	0	Clifton-Berea	5	10	
9	-76.57294978	 39.30476595	0	0	Clifton-Berea	5	10	
9	-76.57292270	 39.30451524	0	0	Clifton-Berea	5	10	
9	-76.57284975	 39.30407576	0	0	Clifton-Berea	5	10	
9	-76.57283573	 39.30353964	0	0	Clifton-Berea	5	10	
9	-76.57282839	 39.30316599	0	0	Clifton-Berea	5	10	
9	-76.57281992	 39.30278363	0	0	Clifton-Berea	5	10	
9	-76.57281754	 39.30255671	0	0	Clifton-Berea	5	10	
9	-76.57281629	 39.30250700	0	0	Clifton-Berea	5	10	
9	-76.57288700	 39.30250700	0	0	Clifton-Berea	5	10	
9	-76.57687340	 39.30250131	0	0	Clifton-Berea	5	10	
9	-76.58108800	 39.30250700	0	0	Clifton-Berea	5	10	
9	-76.58606421	 39.30238842	0	0	Clifton-Berea	5	10	
9	-76.58652368	 39.30239996	0	0	Clifton-Berea	5	10	
9	-76.58688800	 39.30250700	0	0	Clifton-Berea	5	10	
9	-76.58689646	 39.30251156	0	0	Clifton-Berea	5	10	
9	-76.58812661	 39.30317394	0	0	Clifton-Berea	5	10	
9	-76.58813508	 39.30334499	0	0	Clifton-Berea	5	10	
9	-76.58814243	 39.30348039	0	0	Clifton-Berea	5	10	
9	-76.58815098	 39.30361009	0	0	Clifton-Berea	5	10	
9	-76.58815568	 39.30368143	0	0	Clifton-Berea	5	10	
9	-76.58818546	 39.30416625	0	0	Clifton-Berea	5	10	
9	-76.58818993	 39.30423688	0	0	Clifton-Berea	5	10	
9	-76.58820931	 39.30454347	0	0	Clifton-Berea	5	10	
9	-76.58821026	 39.30460453	0	0	Clifton-Berea	5	10	
9	-76.58821143	 39.30467972	0	0	Clifton-Berea	5	10	
9	-76.58822378	 39.30484625	0	0	Clifton-Berea	5	10	
9	-76.58824064	 39.30507382	0	0	Clifton-Berea	5	10	
9	-76.58824977	 39.30524984	0	0	Clifton-Berea	5	10	
9	-76.58825408	 39.30531753	0	0	Clifton-Berea	5	10	
9	-76.58827287	 39.30561301	0	0	Clifton-Berea	5	10	
9	-76.58827865	 39.30571564	0	0	Clifton-Berea	5	10	
9	-76.58829587	 39.30602180	0	0	Clifton-Berea	5	10	
9	-76.58830649	 39.30613685	0	0	Clifton-Berea	5	10	
9	-76.58831062	 39.30620567	0	0	Clifton-Berea	5	10	
9	-76.58832461	 39.30643892	0	0	Clifton-Berea	5	10	
9	-76.58834023	 39.30666796	0	0	Clifton-Berea	5	10	
9	-76.58834700	 39.30681132	0	0	Clifton-Berea	5	10	
9	-76.58835372	 39.30695357	0	0	Clifton-Berea	5	10	
9	-76.58837542	 39.30720352	0	0	Clifton-Berea	5	10	
9	-76.58838094	 39.30732044	0	0	Clifton-Berea	5	10	
9	-76.58838778	 39.30746552	0	0	Clifton-Berea	5	10	
9	-76.58840557	 39.30773363	0	0	Clifton-Berea	5	10	
9	-76.58841041	 39.30780981	0	0	Clifton-Berea	5	10	
9	-76.58843449	 39.30818818	0	0	Clifton-Berea	5	10	
9	-76.58844970	 39.30850073	0	0	Clifton-Berea	5	10	
9	-76.58845979	 39.30870835	0	0	Clifton-Berea	5	10	
9	-76.58846408	 39.30879646	0	0	Clifton-Berea	5	10	
9	-76.58847319	 39.30892158	0	0	Clifton-Berea	5	10	
9	-76.58847872	 39.30899745	0	0	Clifton-Berea	5	10	
9	-76.58851292	 39.30950232	0	0	Clifton-Berea	5	10	
9	-76.58853129	 39.30985337	0	0	Clifton-Berea	5	10	
9	-76.58854939	 39.31018637	0	0	Clifton-Berea	5	10	
9	-76.58855633	 39.31031397	0	0	Clifton-Berea	5	10	
9	-76.58856910	 39.31053172	0	0	Clifton-Berea	5	10	
9	-76.58857969	 39.31071235	0	0	Clifton-Berea	5	10	
9	-76.58859445	 39.31091019	0	0	Clifton-Berea	5	10	
9	-76.58860149	 39.31100700	0	0	Clifton-Berea	5	10	
9	-76.58860997	 39.31112360	0	0	Clifton-Berea	5	10	
9	-76.58861616	 39.31120886	0	0	Clifton-Berea	5	10	
9	-76.58863294	 39.31144054	0	0	Clifton-Berea	5	10	
9	-76.58865331	 39.31189623	0	0	Clifton-Berea	5	10	
9	-76.58866373	 39.31205625	0	0	Clifton-Berea	5	10	
9	-76.58868596	 39.31240700	0	0	Clifton-Berea	5	10	
9	-76.58868650	 39.31241548	0	0	Clifton-Berea	5	10	
9	-76.58904650	 39.31239793	0	0	Clifton-Berea	5	10	
9	-76.58942946	 39.31238146	0	0	Clifton-Berea	5	10	
9	-76.58949006	 39.31237860	0	0	Clifton-Berea	5	10	
9	-76.58996358	 39.31235580	0	0	Clifton-Berea	5	10	
9	-76.59042331	 39.31233554	0	0	Clifton-Berea	5	10	
9	-76.59083169	 39.31231676	0	0	Clifton-Berea	5	10	
9	-76.59107901	 39.31230541	0	0	Clifton-Berea	5	10	
9	-76.59118753	 39.31230048	0	0	Clifton-Berea	5	10	
9	-76.59153875	 39.31228452	0	0	Clifton-Berea	5	10	
9	-76.59173067	 39.31227520	0	0	Clifton-Berea	5	10	
9	-76.59198228	 39.31226410	0	0	Clifton-Berea	5	10	
9	-76.59238592	 39.31224630	0	0	Clifton-Berea	5	10	
9	-76.59305037	 39.31221947	0	0	Clifton-Berea	5	10	
9	-76.59360229	 39.31219575	0	0	Clifton-Berea	5	10	
9	-76.59416140	 39.31216873	0	0	Clifton-Berea	5	10	
9	-76.59438139	 39.31215745	0	0	Clifton-Berea	5	10	
9	-76.59462442	 39.31214499	0	0	Clifton-Berea	5	10	
9	-76.59499849	 39.31213857	0	0	Clifton-Berea	5	10	
9	-76.59522440	 39.31212479	0	0	Clifton-Berea	5	10	
9	-76.59524645	 39.31212327	0	0	Clifton-Berea	5	10	
9	-76.59539670	 39.31211872	0	0	Clifton-Berea	5	10	
9	-76.59586046	 39.31209993	0	0	Clifton-Berea	5	10	
9	-76.59631834	 39.31206797	0	0	Clifton-Berea	5	10	
9	-76.59669775	 39.31204479	0	0	Clifton-Berea	5	10	
9	-76.59704410	 39.31204913	0	0	Clifton-Berea	5	10	
9	-76.59756700	 39.31201969	0	0	Clifton-Berea	5	10	
9	-76.59773635	 39.31200824	0	0	Clifton-Berea	5	10	
9	-76.59775467	 39.31200700	0	0	Clifton-Berea	5	10	
9	-76.59792814	 39.31199529	0	0	Clifton-Berea	5	10	
9	-76.59807904	 39.31198708	0	0	Clifton-Berea	5	10	
9	-76.59845465	 39.31196664	0	0	Clifton-Berea	5	10	
9	-76.59905338	 39.31194164	0	0	Clifton-Berea	5	10	
9	-76.59935609	 39.31192860	0	0	Clifton-Berea	5	10	
9	-76.59935475	 39.31193303	0	0	Clifton-Berea	5	10	
9	-76.59930999	 39.31208128	0	0	Clifton-Berea	5	10	
9	-76.59911815	 39.31266248	0	0	Clifton-Berea	5	10	
9	-76.59907092	 39.31279796	0	0	Clifton-Berea	5	10	
9	-76.59900210	 39.31299532	0	0	Clifton-Berea	5	10	
9	-76.59892581	 39.31319842	0	0	Clifton-Berea	5	10	
9	-76.59884440	 39.31331666	0	0	Clifton-Berea	5	10	
9	-76.59870670	 39.31347705	0	0	Clifton-Berea	5	10	
9	-76.59850639	 39.31366999	0	0	Clifton-Berea	5	10	
9	-76.59819923	 39.31397479	0	0	Clifton-Berea	5	10	
9	-76.59809691	 39.31406979	0	0	Clifton-Berea	5	10	
9	-76.59798340	 39.31417517	0	0	Clifton-Berea	5	10	
9	-76.59796352	 39.31419369	0	0	Clifton-Berea	5	10	
9	-76.59783541	 39.31431305	0	0	Clifton-Berea	5	10	
9	-76.59751582	 39.31463672	0	0	Clifton-Berea	5	10	
9	-76.59711515	 39.31504132	0	0	Clifton-Berea	5	10	
9	-76.59699253	 39.31516687	0	0	Clifton-Berea	5	10	
9	-76.59691342	 39.31524787	0	0	Clifton-Berea	5	10	
9	-76.59671938	 39.31543638	0	0	Clifton-Berea	5	10	
9	-76.59667410	 39.31547833	0	0	Clifton-Berea	5	10	
9	-76.59655110	 39.31559228	0	0	Clifton-Berea	5	10	
9	-76.59651895	 39.31562206	0	0	Clifton-Berea	5	10	
9	-76.59644320	 39.31567852	0	0	Clifton-Berea	5	10	
9	-76.59629254	 39.31580491	0	0	Clifton-Berea	5	10	
9	-76.59593836	 39.31615891	0	0	Clifton-Berea	5	10	
9	-76.59588897	 39.31620827	0	0	Clifton-Berea	5	10	
9	-76.59553087	 39.31655617	0	0	Clifton-Berea	5	10	
9	-76.59543006	 39.31665409	0	0	Clifton-Berea	5	10	
9	-76.59517634	 39.31689308	0	0	Clifton-Berea	5	10	
9	-76.59500201	 39.31705729	0	0	Clifton-Berea	5	10	
9	-76.59493896	 39.31712143	0	0	Clifton-Berea	5	10	
9	-76.59469631	 39.31702581	0	0	Clifton-Berea	5	10	
9	-76.59459684	 39.31700519	0	0	Clifton-Berea	5	10	
9	-76.59411850	 39.31690218	0	0	Clifton-Berea	5	10	
9	-76.59368273	 39.31681590	0	0	Clifton-Berea	5	10	
9	-76.59329908	 39.31673717	0	0	Clifton-Berea	5	10	
9	-76.59308598	 39.31668852	0	0	Clifton-Berea	5	10	
9	-76.59262663	 39.31658189	0	0	Clifton-Berea	5	10	
9	-76.59185001	 39.31640043	0	0	Clifton-Berea	5	10	
9	-76.59171984	 39.31635944	0	0	Clifton-Berea	5	10	
9	-76.59165371	 39.31631498	0	0	Clifton-Berea	5	10	
9	-76.59163024	 39.31627436	0	0	Clifton-Berea	5	10	
9	-76.58998800	 39.31600700	0	0	Clifton-Berea	5	10	
9	-76.58997415	 39.31600423	0	0	Clifton-Berea	5	10	
9	-76.58448800	 39.31490700	0	0	Clifton-Berea	5	10	
9	-76.58248800	 39.31460700	0	0	Clifton-Berea	5	10	
9	-76.58236642	 39.31460700	0	0	Clifton-Berea	5	10	
9	-76.58171730	 39.31460700	0	0	Clifton-Berea	5	10	
9	-76.58183644	 39.31450138	0	0	Clifton-Berea	5	10	
9	-76.58213554	 39.31424198	0	0	Clifton-Berea	5	10	
9	-76.58146081	 39.31422667	0	0	Clifton-Berea	5	10	
9	-76.58103046	 39.31422891	0	0	Clifton-Berea	5	10	
9	-76.58050805	 39.31423452	0	0	Clifton-Berea	5	10	
9	-76.57991549	 39.31423699	0	0	Clifton-Berea	5	10	
9	-76.57933716	 39.31424195	0	0	Clifton-Berea	5	10	
9	-76.57855465	 39.31424915	0	0	Clifton-Berea	5	10	
9	-76.57843772	 39.31425033	0	0	Clifton-Berea	5	10	
9	-76.57793449	 39.31425542	0	0	Clifton-Berea	5	10	
9	-76.57733927	 39.31425888	0	0	Clifton-Berea	5	10	
9	-76.57718800	 39.31425898	0	0	Clifton-Berea	5	10	
9	-76.57717410	 39.31425899	0	0	Clifton-Berea	5	10	
9	-76.57671759	 39.31425929	0	0	Clifton-Berea	5	10	
9	-76.57624525	 39.31426257	0	0	Clifton-Berea	5	10	
9	-76.57578800	 39.31426618	0	0	Clifton-Berea	5	10	
9	-76.57578175	 39.31426623	0	0	Clifton-Berea	5	10	
9	-76.57568468	 39.31426700	0	0	Clifton-Berea	5	10	
9	-76.57516438	 39.31426886	0	0	Clifton-Berea	5	10	
9	-76.57468648	 39.31426948	0	0	Clifton-Berea	5	10	
9	-76.57429593	 39.31427197	0	0	Clifton-Berea	5	10	
9	-76.57399968	 39.31427491	0	0	Clifton-Berea	5	10	
9	-76.57388182	 39.31427608	0	0	Clifton-Berea	5	10	
9	-76.57348655	 39.31428824	0	0	Clifton-Berea	5	10	
9	-76.57312978	 39.31432245	0	0	Clifton-Berea	5	10	
9	-76.57311978	 39.31392052	0	0	Clifton-Berea	5	10	
9	-76.57311805	 39.31356188	0	0	Clifton-Berea	5	10	
9	-76.57311213	 39.31318625	0	0	Clifton-Berea	5	10	
9	-76.57311017	 39.31277733	0	0	Clifton-Berea	5	10	
9	-76.57310664	 39.31244600	0	0	Clifton-Berea	5	10	
9	-76.57310230	 39.31198048	0	0	Clifton-Berea	5	10	
9	-76.57309831	 39.31164951	0	0	Clifton-Berea	5	10	
9	-76.57309606	 39.31117272	0	0	Clifton-Berea	5	10	
9	-76.57308548	 39.31074057	0	0	Clifton-Berea	5	10	
9	-76.57307308	 39.31032110	0	0	Clifton-Berea	5	10	
9	-76.57305716	 39.30989672	0	0	Clifton-Berea	5	10	
9	-76.57305419	 39.30971326	0	0	Clifton-Berea	5	10	
9	-76.57304789	 39.30932609	0	0	Clifton-Berea	5	10	
10	-76.68229220	 39.37197822	0	0	Cross-Country/Cheswolde	2	11	
10	-76.68031695	 39.37197940	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67816777	 39.37198065	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67814712	 39.37197182	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67812675	 39.37173842	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67811618	 39.37160334	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67810160	 39.37151035	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67806424	 39.37127206	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67798538	 39.37102737	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67791419	 39.37086344	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67788448	 39.37077824	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67772160	 39.37029897	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67760114	 39.36990244	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67758747	 39.36985747	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67755212	 39.36974738	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67751591	 39.36967434	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67749221	 39.36962655	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67746926	 39.36957945	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67719191	 39.36901019	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67714685	 39.36890342	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67704113	 39.36878506	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67692031	 39.36867669	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67679410	 39.36856128	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67662926	 39.36840369	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67646749	 39.36823870	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67632682	 39.36810165	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67614578	 39.36793860	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67594830	 39.36773539	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67575366	 39.36756176	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67553498	 39.36735373	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67537387	 39.36725164	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67523628	 39.36715561	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67506703	 39.36702327	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67493042	 39.36692110	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67481912	 39.36683758	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67469307	 39.36674018	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67454197	 39.36662697	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67436526	 39.36650703	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67425825	 39.36643618	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67412838	 39.36632708	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67407480	 39.36626037	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67399762	 39.36613731	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67395175	 39.36606162	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67392407	 39.36600789	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67389852	 39.36596212	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67388150	 39.36593163	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67386925	 39.36588129	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67384157	 39.36581113	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67380009	 39.36570600	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67377433	 39.36564070	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67370563	 39.36548458	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67365615	 39.36536783	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67349845	 39.36508158	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67346502	 39.36499131	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67341748	 39.36486296	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67338536	 39.36477603	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67340301	 39.36464453	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67332948	 39.36454406	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67328009	 39.36447656	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67309916	 39.36422934	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67356664	 39.36396582	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67386237	 39.36381249	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67410131	 39.36364213	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67478598	 39.36306996	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67499069	 39.36290304	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67517436	 39.36275327	0	0	Cross-Country/Cheswolde	2	11	
10	-76.67514420	 39.36272460	0	0	Cross-Country/Cheswolde	2	11	
